,osm_id,name,highway,railway,amenity,operator,parking,surface,tunnel,bridge,smoothness,width,capacity,layer,public_tra,aeroway,building,barrier,oneway,geometry,names,clean_name,clean_name2,genero,_merge
2057,35339000.0,Calle Mariel,residential,,,,,concrete,,,,,,,,,,,yes,"LINESTRING (-76.98890660000001 -12.1186323, -76.9886171 -12.1184442, -76.98817750000001 -12.1181439, -76.98769799999999 -12.1177959, -76.9872396 -12.1176438, -76.9870164 -12.1175718)",Calle Mariel,"['calle', 'mariel']",['mariel'],f,both
2067,35339015.0,Calle María Reiche,residential,,,,,concrete,,,,,,,,,,,,"LINESTRING (-76.9960392 -12.120518, -76.9962252 -12.1210517, -76.9962458 -12.1211078, -76.9962682 -12.1211859, -76.9963223 -12.1214405, -76.9963261 -12.1214626, -76.9963265 -12.1214859, -76.9963163 -12.1220456)",Calle María Reiche,"['calle', 'maria', 'reiche']","['maria', 'reiche']",f,both
2133,35451496.0,Micaela Bastidas,residential,,,,,,,,,,,,,,,,,"LINESTRING (-77.11534829999999 -12.0528767, -77.1166867 -12.0529856, -77.11798899999999 -12.0531191)",Micaela Bastidas,"['micaela', 'bastidas']","['micaela', 'bastidas']",f,both
2268,35580466.0,Calle Pissarro,residential,,,,,,,,,,,,,,,,,"LINESTRING (-76.9895643 -12.0883806, -76.9889956 -12.0885327, -76.9886255 -12.0886586, -76.988258 -12.0888087, -76.9882017 -12.0888317, -76.9877457 -12.0890206, -76.98728970000001 -12.0892408, -76.98694639999999 -12.0894559)",Calle Pissarro,"['calle', 'pissarro']",['pissarro'],f,both
2279,35580792.0,Stowe,residential,,,,,,,,,,,,,,,,,"LINESTRING (-76.9828334 -12.0888697, -76.9820582 -12.0887688, -76.98166550000001 -12.0887177, -76.98158960000001 -12.0887078, -76.9814732 -12.0886926)",Stowe,['stowe'],['stowe'],f,both
2306,35600697.0,Jirón Andrea del Sarto,residential,,,,,,,,,,,,,,,,,"LINESTRING (-76.99463900000001 -12.0954461, -76.9947731 -12.094502, -76.99487499999999 -12.0938778)",Jirón Andrea del Sarto,"['jiron', 'andrea', 'del', 'sarto']","['andrea', 'sarto']",f,both
2346,35601096.0,Calle Melissa,tertiary,,,,,asphalt,,,,,,,,,,,yes,"LINESTRING (-76.99190040000001 -12.108183, -76.9923038 -12.1079766, -76.99237290000001 -12.1079345)",Calle Melissa,"['calle', 'melissa']",['melissa'],f,both
2379,35893173.0,Calle Carla Schumann,residential,,,,,concrete,,,,,,,,,,,,"LINESTRING (-76.99911830000001 -12.0993015, -76.9987308 -12.0988254)",Calle Carla Schumann,"['calle', 'carla', 'schumann']","['carla', 'schumann']",f,both
2423,35893329.0,Calle Orden y Libertad,residential,,,,,concrete,,,,,,,,,,,yes,"LINESTRING (-77.01236299999999 -12.1027633, -77.0126442 -12.1015089, -77.0127121 -12.1012059, -77.01273399999999 -12.1010909, -77.0128763 -12.1005114, -77.01298319999999 -12.100325, -77.013206 -12.100162)",Calle Orden y Libertad,"['calle', 'orden', 'y', 'libertad']","['orden', 'libertad']",f,both
2536,35920047.0,Calle María Luisa,residential,,,,,asphalt,,,,,,,,,,,yes,"LINESTRING (-76.9717655 -12.1074725, -76.9712595 -12.1076731, -76.9712191 -12.1076906, -76.97118930000001 -12.1077072, -76.97101929999999 -12.1078096, -76.9708969 -12.1079007, -76.9706741 -12.1080991)",Calle María Luisa,"['calle', 'maria', 'luisa']","['maria', 'luisa']",f,both
2538,35920051.0,Santa Elena Norte,primary_link,,,,,asphalt,,,,,,,,,,,yes,"LINESTRING (-76.9686016 -12.1068911, -76.9687194 -12.1071838, -76.9687445 -12.1072341, -76.968765 -12.1072753, -76.9688695 -12.107427, -76.96892630000001 -12.1074954, -76.9690234 -12.1076003, -76.9692416 -12.1078046)",Santa Elena Norte,"['santa', 'elena', 'norte']","['santa', 'elena', 'norte']",f,both
2539,35920052.0,Santa Elena Sur,residential,,,,,asphalt,,,,,,,,,,,,"LINESTRING (-76.96610269999999 -12.110783, -76.96646749999999 -12.1099637, -76.96664579999999 -12.109563, -76.9672733 -12.1081535, -76.96731800000001 -12.1080531)",Santa Elena Sur,"['santa', 'elena', 'sur']","['santa', 'elena', 'sur']",f,both
2540,35920056.0,Santa Elena Norte,residential,,,,,asphalt,,,,,,,,,,,no,"LINESTRING (-76.96825680000001 -12.1060058, -76.9680075 -12.1053414, -76.96788239999999 -12.1050251, -76.9677712 -12.1047476, -76.9677148 -12.1046036, -76.96753200000001 -12.1041503)",Santa Elena Norte,"['santa', 'elena', 'norte']","['santa', 'elena', 'norte']",f,both
2557,35920527.0,Amarilis,residential,,,,,asphalt,,,,,,,,,,,,"LINESTRING (-76.9654089 -12.1066458, -76.96546170000001 -12.1065729, -76.9657507 -12.1061749, -76.9660621 -12.1057459, -76.9661071 -12.1056839)",Amarilis,['amarilis'],['amarilis'],f,both
2623,36032018.0,Calle Josefina,residential,,,,,asphalt,,,,,,,,,,,yes,"LINESTRING (-77.10381719999999 -12.0504692, -77.1041635 -12.0505017, -77.10426649999999 -12.0505126, -77.10511769999999 -12.0505948, -77.1062065 -12.0504969)",Calle Josefina,"['calle', 'josefina']",['josefina'],f,both
2633,36032636.0,Calle Agua Santa,service,,,,,,,,,,,,,,,,,"LINESTRING (-77.10445319999999 -12.0517667, -77.1041247 -12.0517363)",Calle Agua Santa,"['calle', 'agua', 'santa']","['agua', 'santa']",f,both
2638,36032765.0,Avenida Esperanza,secondary,,,,,asphalt,,,,,,,,,,,yes,"LINESTRING (-77.1076209 -12.0554033, -77.10763009999999 -12.0553091, -77.1076324 -12.055286, -77.1076819 -12.0548026, -77.10768880000001 -12.0547115, -77.10773140000001 -12.0542443, -77.1077518 -12.0540284, -77.1078156 -12.0534181, -77.10785730000001 -12.0529921, -77.1078637 -12.0528952, -77.107873 -12.0528163)",Avenida Esperanza,"['avenida', 'esperanza']",['esperanza'],f,both
2659,36035223.0,Avenida Santa Rosa,tertiary,,,,,,,,,,,,,,,,no,"LINESTRING (-77.1152778 -12.053599, -77.11523320000001 -12.0540799, -77.1151941 -12.0546936, -77.1150796 -12.0558699, -77.1150315 -12.056481, -77.1150468 -12.056589, -77.1150823 -12.0566748, -77.11513429999999 -12.0567614, -77.1152208 -12.0568468, -77.11532339999999 -12.0569159, -77.1154593 -12.0569599, -77.11602499999999 -12.0570744, -77.116463 -12.057163, -77.11674069999999 -12.0572114, -77.11675889999999 -12.057287)",Avenida Santa Rosa,"['avenida', 'santa', 'rosa']","['santa', 'rosa']",f,both
2829,36938909.0,Calle Río Elba,residential,,,,,asphalt,,,,,,,,,,,,"LINESTRING (-76.93920850000001 -12.1162975, -76.9388677 -12.1167275, -76.938385 -12.1172914, -76.93834750000001 -12.117292)",Calle Río Elba,"['calle', 'rio', 'elba']","['rio', 'elba']",f,both
2979,36980756.0,Talavera de la Reina,residential,,,,,,,,,,,,,,,,yes,"LINESTRING (-76.93688160000001 -12.1056413, -76.9369186 -12.1057039, -76.9369432 -12.105756, -76.9369532 -12.105794, -76.9369313 -12.1058258, -76.9368916 -12.1058459, -76.93681840000001 -12.1058687)",Talavera de la Reina,"['talavera', 'de', 'la', 'reina']","['talavera', 'reina']",f,both
3003,37018356.0,Avenida Santa Fe,tertiary,,,,,,,,,,,,,,,,yes,"LINESTRING (-77.1248339 -12.0551955, -77.1249074 -12.0546567, -77.12493190000001 -12.0544768, -77.1249447 -12.0543865, -77.12498789999999 -12.0540806, -77.12502480000001 -12.0537975, -77.12507530000001 -12.0534102)",Avenida Santa Fe,"['avenida', 'santa', 'fe']","['santa', 'fe']",f,both
3008,37018364.0,Calle Santa,residential,,,,,concrete,,,,,,,,,,,,"LINESTRING (-77.1229929 -12.0543999, -77.1230759 -12.0544909, -77.1231526 -12.0545842, -77.1233261 -12.0547951, -77.1241759 -12.0558026, -77.1242367 -12.0558558, -77.1242579 -12.0558712, -77.1242793 -12.0558848, -77.1243113 -12.0558995, -77.1243566 -12.0559141, -77.1247286 -12.0559842)",Calle Santa,"['calle', 'santa']",['santa'],f,both
3016,37018380.0,Calle Victoria,residential,,,,,asphalt,,,,,,,,,,,,"LINESTRING (-77.1241759 -12.0558026, -77.1237151 -12.0561512)",Calle Victoria,"['calle', 'victoria']",['victoria'],f,both
3107,37122099.0,Calle Libertad,residential,,,,,paving_stones,,,,,,,,,,,,"LINESTRING (-77.1472794 -12.0615211, -77.14622439999999 -12.0606753)",Calle Libertad,"['calle', 'libertad']",['libertad'],f,both
3188,37434963.0,Calle Magdalena,residential,,,,,asphalt,,,,,,,,,,,,"LINESTRING (-77.14993629999999 -12.0663079, -77.14998629999999 -12.0655537, -77.15001049999999 -12.0654295)",Calle Magdalena,"['calle', 'magdalena']",['magdalena'],f,both
3213,37566701.0,El Palo Rosa,residential,,,,,,,,,,,,,,,,yes,"LINESTRING (-77.00123120000001 -12.1229362, -77.00099640000001 -12.1230845, -77.0008192 -12.1231964, -77.0004036 -12.1234423)",El Palo Rosa,"['el', 'palo', 'rosa']","['palo', 'rosa']",f,both
3214,37566724.0,Laurel Rosa,residential,,,,,,,,,,,,,,,,yes,"LINESTRING (-77.00123120000001 -12.1229362, -77.0011562 -12.1228466, -77.0007276 -12.1223347, -77.0003997 -12.1219974, -77.0001369 -12.1217274, -77.0000368 -12.1216485, -76.9999567 -12.1215855, -76.999782 -12.1215073, -76.9995747 -12.1214557, -76.9991687 -12.1213976, -76.99908809999999 -12.1214145)",Laurel Rosa,"['laurel', 'rosa']","['laurel', 'rosa']",f,both
3412,37762352.0,Calle Aída García de Sotomayor,residential,,,,,,,,,,,,,,,,yes,"LINESTRING (-77.1123736 -12.0590719, -77.11225690000001 -12.058936, -77.1122191 -12.0588369, -77.1122056 -12.0586857, -77.11221500000001 -12.0585756, -77.1123987 -12.0577414, -77.112616 -12.0567027)",Calle Aída García de Sotomayor,"['calle', 'aida', 'garcia', 'de', 'sotomayor']","['aida', 'garcia', 'sotomayor']",f,both
3413,37762360.0,Calle Aída García de Sotomayor,residential,,,,,concrete,,,,,,,,,,,yes,"LINESTRING (-77.1126982 -12.0567205, -77.1125886 -12.0571681, -77.11248860000001 -12.0576352, -77.11239070000001 -12.058106, -77.1122834 -12.0585818, -77.11227 -12.0587487, -77.1123022 -12.0589179, -77.1123736 -12.0590719)",Calle Aída García de Sotomayor,"['calle', 'aida', 'garcia', 'de', 'sotomayor']","['aida', 'garcia', 'sotomayor']",f,both
3436,37927208.0,La Calera de la Merced,tertiary,,,,,asphalt,,,,,,,,,,,,"LINESTRING (-77.0102478 -12.1152773, -77.0101966 -12.1152449, -77.01017109999999 -12.1152298, -77.0096207 -12.1148987, -77.0086555 -12.114357, -77.00785260000001 -12.1139123, -77.00758399999999 -12.1138802)",La Calera de la Merced,"['la', 'calera', 'de', 'la', 'merced']","['calera', 'merced']",f,both
3484,37927381.0,Gabriela Mistral,residential,,,,,,,,,,,,,,,,,"LINESTRING (-77.0059813 -12.1133627, -77.0058422 -12.1133571, -77.0058026 -12.1133592, -77.00576220000001 -12.1133659, -77.0057134 -12.1133781, -77.0056494 -12.1134008, -77.0055895 -12.113433, -77.0055442 -12.1134692, -77.0053771 -12.1136282, -77.0046243 -12.1143516, -77.004249 -12.1146972, -77.0038955 -12.1150283)",Gabriela Mistral,"['gabriela', 'mistral']","['gabriela', 'mistral']",f,both
3509,38221577.0,Calle Julia Smith de Carrillo,residential,,,,,,,,,,,,,,,,,"LINESTRING (-77.11399489999999 -12.0579657, -77.11248860000001 -12.0576352)",Calle Julia Smith de Carrillo,"['calle', 'julia', 'smith', 'de', 'carrillo']","['julia', 'smith', 'carrillo']",f,both
3513,38221612.0,Calle Chabuca Granda,residential,,,,,,,,,,,,,,,,,"LINESTRING (-77.1129303 -12.0619313, -77.1127255 -12.0615721, -77.11247210000001 -12.0611276, -77.111552 -12.0595429)",Calle Chabuca Granda,"['calle', 'chabuca', 'granda']","['chabuca', 'granda']",f,both
3518,38221638.0,Calle Dora Mayer,residential,,,,,,,,,,,,,,,,,"LINESTRING (-77.11768240000001 -12.0587165, -77.1165189 -12.0585087)",Calle Dora Mayer,"['calle', 'dora', 'mayer']","['dora', 'mayer']",f,both
3535,38656212.0,Villa Victoria,residential,,,,,asphalt,,,,,,,,,,,,"LINESTRING (-77.012578 -12.1096303, -77.0121425 -12.1096029, -77.0116879 -12.1095742, -77.0114792 -12.109561)",Villa Victoria,"['villa', 'victoria']","['villa', 'victoria']",f,both
3557,38748383.0,Bajada de Agua Dulce,secondary,,,,,asphalt,,,,,,,,,,,yes,"LINESTRING (-77.0250254 -12.1633894, -77.0249113 -12.1633425, -77.0248814 -12.1633372, -77.02484990000001 -12.163342, -77.02410949999999 -12.163574)",Bajada de Agua Dulce,"['bajada', 'de', 'agua', 'dulce']","['bajada', 'agua', 'dulce']",f,both
3591,39317183.0,Avenida Flora Tristán,secondary,,,,,asphalt,,,,,,,,,,,yes,"LINESTRING (-76.94076010000001 -12.0721192, -76.94101809999999 -12.0718574, -76.9412351 -12.0716354, -76.9413057 -12.0715244, -76.94143630000001 -12.0713101, -76.94206699999999 -12.0700896, -76.94278679999999 -12.0687747, -76.9428279 -12.0687001, -76.9435387 -12.0674097, -76.94378690000001 -12.0669336, -76.9438217 -12.0668669)",Avenida Flora Tristán,"['avenida', 'flora', 'tristan']","['flora', 'tristan']",f,both
3592,39317211.0,Flora Tristan,secondary,,,,,paved,,,,,,,,,,,yes,"LINESTRING (-76.94627060000001 -12.0625902, -76.94623919999999 -12.0627366)",Flora Tristan,"['flora', 'tristan']","['flora', 'tristan']",f,both
3671,39452603.0,Avenida Santa Rosa,primary,,,,,concrete,,,,,,,,,,,yes,"LINESTRING (-77.1195743 -12.0657026, -77.11955159999999 -12.0657986, -77.1195397 -12.0658781, -77.1195584 -12.0659607, -77.11964999999999 -12.0661163, -77.1197749 -12.0663339, -77.1198069 -12.0663896, -77.11985780000001 -12.0664782, -77.12038819999999 -12.0674019, -77.1204256 -12.0674671)",Avenida Santa Rosa,"['avenida', 'santa', 'rosa']","['santa', 'rosa']",f,both
3674,39452637.0,Avenida La Marina (auxiliar),secondary,,,,,asphalt,,,,,,,,,,,yes,"LINESTRING (-77.11908219999999 -12.0658139, -77.1190043 -12.0658666, -77.1189298 -12.0659077, -77.1186699 -12.0661012, -77.1180908 -12.066517, -77.1177484 -12.0667788, -77.1173878 -12.0670328)",Avenida La Marina (auxiliar),"['avenida', 'la', 'marina', '(auxiliar)']","['marina', '(auxiliar)']",f,both
3676,39452652.0,Calle Emma Dettman de Gutierez,residential,,,,,,,,,,,,,,,,,"LINESTRING (-77.1199941 -12.0688765, -77.1191855 -12.0692985, -77.1183518 -12.0697755)",Calle Emma Dettman de Gutierez,"['calle', 'emma', 'dettman', 'de', 'gutierez']","['emma', 'dettman', 'gutierez']",f,both
3721,39551214.0,Calle Mama Ocllo,residential,,,,,concrete,,,,,,,,,,,,"LINESTRING (-77.1159231 -12.067732, -77.1159998 -12.0678775, -77.11604269999999 -12.0679542, -77.11613560000001 -12.068122, -77.1162544 -12.0683321, -77.11632640000001 -12.0684584, -77.116443 -12.0686772, -77.1164921 -12.0687682, -77.1165341 -12.06884, -77.11653800000001 -12.0688468, -77.11665259999999 -12.0690387, -77.11686659999999 -12.0694474, -77.1170803 -12.0699399, -77.1172626 -12.0703659, -77.1175516 -12.0710766, -77.1177563 -12.0715799, -77.11793780000001 -12.0720274, -77.1179684 -12.0721077, -77.1181492 -12.0725864, -77.1183157 -12.0730196)",Calle Mama Ocllo,"['calle', 'mama', 'ocllo']","['mama', 'ocllo']",f,both
3734,39551323.0,Calle Libertad,residential,,,,,,,,,,,,,,,,,"LINESTRING (-77.11567359999999 -12.0704921, -77.1159822 -12.0713192)",Calle Libertad,"['calle', 'libertad']",['libertad'],f,both
3752,39551453.0,Calle Libertad,residential,,,,,,,,,,,,,,,,,"LINESTRING (-77.11625720000001 -12.071863, -77.1163552 -12.0721398, -77.1168424 -12.0735153)",Calle Libertad,"['calle', 'libertad']",['libertad'],f,both
3785,39552104.0,Andrea del Sarto,residential,,,,,concrete,,,,,,,,,,,yes,"LINESTRING (-76.9968683 -12.1145054, -76.9969557 -12.1140196, -76.99707909999999 -12.1132542, -76.9971571 -12.1127592, -76.9972351 -12.1122733, -76.9973205 -12.111689)",Andrea del Sarto,"['andrea', 'del', 'sarto']","['andrea', 'sarto']",f,both
3787,39552294.0,Emily Car,residential,,,,,,,,,,,,,,,,,"LINESTRING (-76.9972351 -12.1122733, -76.99593160000001 -12.1121692, -76.9954378 -12.1121298)",Emily Car,"['emily', 'car']","['emily', 'car']",f,both
3789,39552343.0,Mary Cassat,residential,,,,,,,,,,,,,,,,,"LINESTRING (-76.9971571 -12.1127592, -76.9966319 -12.1127131, -76.9958938 -12.1126544)",Mary Cassat,"['mary', 'cassat']","['mary', 'cassat']",f,both
3796,39552624.0,D'Achille Barbara,residential,,,,,concrete,,,,,,,,,,,yes,"LINESTRING (-76.9979349 -12.1161141, -76.9976444 -12.1160294, -76.9974473 -12.1159608, -76.99742639999999 -12.115915, -76.997123 -12.1152493, -76.99710690000001 -12.1151177, -76.99712289999999 -12.1150321, -76.99713029999999 -12.1149931, -76.9971898 -12.1145258)",D'Achille Barbara,"[""d'achille"", 'barbara']","[""d'achille"", 'barbara']",f,both
3800,39552782.0,Marie Curie,residential,,,,,concrete,,,,,,,,,,,,"LINESTRING (-76.997654 -12.1171296, -76.9972156 -12.1170098, -76.9969667 -12.1171273, -76.99665589999999 -12.1173094)",Marie Curie,"['marie', 'curie']","['marie', 'curie']",f,both
3801,39552784.0,D'Achille Barbara,residential,,,,,concrete,,,,,,,,,,,,"LINESTRING (-76.9972156 -12.1170098, -76.99736609999999 -12.1163286, -76.9974473 -12.1159608)",D'Achille Barbara,"[""d'achille"", 'barbara']","[""d'achille"", 'barbara']",f,both
3802,39552816.0,María Elena Moyano,residential,,,,,concrete,,,,,,,,,,,no,"LINESTRING (-76.9982208 -12.1192709, -76.9981157 -12.1192375, -76.99798509999999 -12.119196, -76.9978809 -12.1191418, -76.9977962 -12.1190718, -76.9977148 -12.1189603, -76.9976399 -12.1188266, -76.9975951 -12.118714, -76.99748099999999 -12.118242, -76.9974074 -12.1180217, -76.9972523 -12.1176296, -76.9969667 -12.1171273, -76.99649909999999 -12.1162165, -76.99598229999999 -12.1151403)",María Elena Moyano,"['maria', 'elena', 'moyano']","['maria', 'elena', 'moyano']",f,both
3803,39552818.0,Keller,residential,,,,,concrete,,,,,,,,,,,,"LINESTRING (-76.99829579999999 -12.1187536, -76.99824169999999 -12.1187396, -76.9980831 -12.1186853, -76.9979532 -12.1186424, -76.9978083 -12.1186352, -76.9975951 -12.118714)",Keller,['keller'],['keller'],f,both
3930,39681997.0,Calle Micaela Bastidas,residential,,,,,concrete,,,,,,,,,,,,"LINESTRING (-77.02331580000001 -12.0954341, -77.0228869 -12.09549, -77.022445 -12.095539)",Calle Micaela Bastidas,"['calle', 'micaela', 'bastidas']","['micaela', 'bastidas']",f,both
4004,40701605.0,Avenida Santa Mariana de Paredes,secondary,,,,,concrete,,,,,,,,,,,yes,"LINESTRING (-77.0706544 -12.0634099, -77.07097539999999 -12.063139, -77.0710303 -12.0630927, -77.07131939999999 -12.0629907, -77.0718292 -12.0629387, -77.0719043 -12.0629291, -77.0724416 -12.0628586, -77.07348639999999 -12.0627399, -77.07355250000001 -12.0627339, -77.0737747 -12.0627083, -77.0741462 -12.0626965, -77.0744165 -12.062688, -77.0746537 -12.0626934, -77.0749058 -12.0627267, -77.0750228 -12.0627462, -77.07534939999999 -12.0627946, -77.0754955 -12.0628162, -77.0755733 -12.0628245, -77.0762429 -12.0629319, -77.07665230000001 -12.0629926, -77.0771302 -12.0630595, -77.07740800000001 -12.0630998, -77.07755349999999 -12.0631209, -77.0776669 -12.0631374, -77.07821130000001 -12.0632131, -77.07835300000001 -12.0632447)",Avenida Santa Mariana de Paredes,"['avenida', 'santa', 'mariana', 'de', 'paredes']","['santa', 'mariana', 'paredes']",f,both
4005,40704239.0,Calle Santa Teodosia,secondary,,,,,concrete,,,,,,,,,,,yes,"LINESTRING (-77.0781542 -12.0642157, -77.0780646 -12.0641919, -77.07781660000001 -12.0641258, -77.07761480000001 -12.0640721, -77.0774503 -12.0640283, -77.07714679999999 -12.0639592, -77.0764233 -12.0637944, -77.07613929999999 -12.0637297, -77.0761031 -12.0637215, -77.0760733 -12.0637147, -77.0755412 -12.0635817, -77.07500949999999 -12.0634521, -77.0748768 -12.0634168)",Calle Santa Teodosia,"['calle', 'santa', 'teodosia']","['santa', 'teodosia']",f,both
4013,40721293.0,Santa Bernardita,secondary,,,,,concrete,,,,,,,,,,,yes,"LINESTRING (-77.0750228 -12.0627462, -77.0748768 -12.0634168)",Santa Bernardita,"['santa', 'bernardita']","['santa', 'bernardita']",f,both
4014,40721301.0,Avenida Santa Gertrudis,secondary,,,,,concrete,,,,,,,,,,,yes,"LINESTRING (-77.07375039999999 -12.0632385, -77.0738143 -12.0636981, -77.0738221 -12.0638981, -77.0738209 -12.0642873, -77.0738175 -12.0654179, -77.073778 -12.0660371, -77.0737754 -12.0661475, -77.0737599 -12.0672759, -77.0737474 -12.0677161, -77.07374540000001 -12.067786)",Avenida Santa Gertrudis,"['avenida', 'santa', 'gertrudis']","['santa', 'gertrudis']",f,both
4015,40721303.0,Santa Honorata,residential,,,,,,,,,,,,,,,,,"LINESTRING (-77.07725569999999 -12.062501, -77.076606 -12.0624029, -77.0761931 -12.0623348, -77.07571489999999 -12.0622652)",Santa Honorata,"['santa', 'honorata']","['santa', 'honorata']",f,both
4016,40721306.0,Jirón Santa Honorata,residential,,,,,,,,,,,,,,,,,"LINESTRING (-77.0718409 -12.0624555, -77.0712381 -12.0625285, -77.07073579999999 -12.0626144, -77.07049050000001 -12.0626442, -77.07025 -12.0627209, -77.0701686 -12.0627741, -77.070106 -12.0628483)",Jirón Santa Honorata,"['jiron', 'santa', 'honorata']","['santa', 'honorata']",f,both
4017,40721307.0,Jirón Santa Florencia,residential,,,,,,,,,,,,,,,,,"LINESTRING (-77.0779718 -12.0617939, -77.07746299999999 -12.0616864, -77.0767723 -12.061589, -77.076359 -12.0614967)",Jirón Santa Florencia,"['jiron', 'santa', 'florencia']","['santa', 'florencia']",f,both
